"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"600","wlpr/cm",,,"Wt loss,%/cm2",,,"%/cm2                         ","          ","      ","%/cm2                         ","          ","          ",,"Wt loss                                           ",,,"    ",0,0,,
"600","wcpr",,,"Wt change,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Wt change                                         ",,,"    ",0,0,,
"000","molr",,,"Analyzed ratio,mol.%",,,"mol.%                         ","          ","      ","mol.%                         ","          ","          ",,"Analyzed ratio                                    ",,,"    ",0,0,,
"700","lscac",,,"log(ó [ac],Ohm^-1.cm^-1)",,,"Ohm^-1.cm^-1                  ","log       ","ELC   ","Ohm^-1.cm^-1                  ","          ","          ",,"ó [ac]                                            ",,,"ELC ",0,0,,
"000","volt",,,"Voltage,V",,,"V                             ","          ","      ","V                             ","          ","          ",,"Voltage                                           ",,,"    ",0,0,,
"000","kv/cm",,,"Electric intensity,kV/cm",,,"kV/cm                         ","          ","      ","kV/cm                         ","          ","          ",,"Electric intensity                                ",,,"    ",0,0,,
"000","elmat",,,"Electrode material",,,"                              ","          ","      ","                              ","          ","          ",,"Electrode material                                ",,,"    ",0,0,,
"700","lscreal",,,"log(ó„€‹,Ohm^-1.cm^-1)",,,"Ohm^-1.cm^-1                  ","log       ","ELC   ","Ohm^-1.cm^-1                  ","          ","          ",,"ó„€‹                                             ",,,"ELC ",0,0,,
"700","lscimg",,,"log(óáŒ†,Ohm^-1.cm^-1)",,,"Ohm^-1.cm^-1                  ","log       ","ELC   ","Ohm^-1.cm^-1                  ","          ","          ",,"óáŒ†                                              ",,,"ELC ",0,0,,
"000","stdpr",,,"Standard deviation,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Standard deviation                                ",,,"    ",0,0,,
"700","scmmm",,,"ó,MOhm-1.mm-1",,,"MOhm-1.mm-1                   ","          ","ELC   ","Ohm^-1.cm^-1                  ","          ","          ",,"ó                                                 ",,,"ELC ",0,0,,
"730","de/edt6",,,"dî'/î'.dT*1E6,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E6       ","1E6       ",,"dî'/î'.dT                                         ",,,"TEC ",0,0,,
"000","tmaxk",,"TŒ€£,K","TŒ€£,K",,,"K                             ","          ","TMP   ","K                             ","          ","          ",,"TŒ€£                                              ",,,"TMP ",0,1,,
"800","bc",,,"b,cm",,,"cm                            ","          ","LEN   ","nm                            ","          ","          ",,"b                                                 ",,,"LEN ",0,0,,
"000","trtm",,,"Treatment time,min",,,"min                           ","          ","TIM   ","h                             ","          ","          ",,"Treatment time                                    ",,,"TIM ",0,0,,
"800","d2224",,,"D[ÂÂNa]/D[ÂÄNa]",,,"                              ","          ","      ","                              ","          ","          ",,"D[ÂÂNa]/D[ÂÄNa]                                   ",,,"    ",0,0,,
"600","bc",,,"b,cm",,,"cm                            ","          ","LEN   ","nm                            ","          ","          ",,"b                                                 ",,,"LEN ",0,0,,
"800","dr",,,"Dissolution rate,mg/cm2.s",,,"mg/cm2.s                      ","          ","EVR   ","mg/cm2.h                      ","          ","          ",,"Dissolution rate                                  ",,,"EVR ",0,0,,
"000","fe3/2",,,"FeÃ¨/FeÂ¨",,,"                              ","          ","      ","                              ","          ","          ",,"FeÃ¨/FeÂ¨                                         ",,,"    ",0,0,,
"800","diff",,,"Diffusing species",,,"                              ","          ","      ","                              ","          ","          ",,"Diffusing species                                 ",,,"    ",0,0,,
"830","lohsi",,,"log(OH¬/SiOâ ratio)",,,"                              ","          ","      ","                              ","          ","          ",,"log(OH¬/SiOâ ratio)                               ",,,"    ",0,0,,
"000","addw",,,"Additive,wt%",,,"wt%                           ","          ","      ","wt%                           ","          ","          ",,"Additive                                          ",,,"    ",0,0,,
"000","co2src",,,"COâ source",,,"                              ","          ","      ","                              ","          ","          ",,"COâ source                                        ",,,"    ",0,0,,
"830","eqcst",,,"Equilibrium constant",,,"                              ","          ","      ","                              ","          ","          ",,"Equilibrium constant                              ",,,"    ",0,0,,
"000","cppm",,,"Concentration,ppm",,,"ppm                           ","          ","      ","ppm                           ","          ","          ",,"Concentration                                     ",,,"    ",0,0,,
"830","k34he",,,"K[ÃHe]/K[ÄHe],%",,,"%                             ","          ","      ","%                             ","          ","          ",,"K[ÃHe]/K[ÄHe]                                     ",,,"    ",0,0,,
